;unixtime;low;high;open;close;volume;datetime;typical_price;macd;macd_delta_absolute;macd_delta_percentage;mfi;mfi_delta_absolute;mfi_delta_percentage;trend_1_intervall;trend_2_intervall;trend_3_intervall
268;1514148300;11870,88;12130,11;11878,8;12086,01;14,0171081;24.12.2017 20:45;12029;-135,7458902;2,311591419;-0,017028813;32,59408854;-1,159251313;-0,035566306;DOWN;DOWN;DOWN
269;1514147400;11809,97;11947;11809,98;11875;11,98942597;24.12.2017 20:30;11877,32333;-148,7673148;-13,02142469;0,087528801;26,33687453;-6,25721401;-0,237583773;DOWN;DOWN;DOWN
270;1514146500;11663;11810;11787,75;11809,98;15,20182608;24.12.2017 20:15;11760,99333;-164,0902746;-15,32295975;0,093381279;26,95373831;0,616863778;0,022886019;DOWN;DOWN;DOWN
271;1514145600;11597,87;11846,57;11597,88;11803,61;12,56305331;24.12.2017 20:00;11749,35;-173,0967167;-9,006442082;0,05203127;27,5803046;0,626566293;0,022717889;DOWN;DOWN;DOWN
272;1514144700;11450;11722,71;11678,82;11597,88;9,36141486;24.12.2017 19:45;11590,19667;-192,257862;-19,16114536;0,09966378;18,87044864;-8,709855964;-0,46156062;UP;UP;UP
273;1514143800;11650;11750;11748,02;11678,82;14,50981942;24.12.2017 19:30;11692,94;-193,4191645;-1,161302443;0,006004071;24,13043343;5,259984797;0,217981364;UP;DOWN;UP
274;1514142900;11600;11748,52;11682,96;11748,03;16,81858723;24.12.2017 19:15;11698,85;-185,085009;8,334155496;-0,045028798;34,00205605;9,871622618;0,290324285;DOWN;UP;UP
275;1514142000;11651;11738,3;11737,6;11685,86;11,81700556;24.12.2017 19:00;11691,72;-177,1754252;7,909583739;-0,044642668;35,32959739;1,327541342;0,037575898;UP;UP;UP
276;1514141100;11704;11850;11849,51;11737,6;9,39013232;24.12.2017 18:45;11763,86667;-164,4389286;12,73649667;-0,077454267;41,27955891;5,949961522;0,144138205;UP;UP;UP
277;1514140200;11809,06;11933,12;11900;11849,51;11,0338381;24.12.2017 18:30;11863,89667;-144,0371219;20,40180666;-0,141642699;46,76013116;5,480572243;0,117206092;DOWN;DOWN;UP
278;1514139300;11664,03;11900;11800,01;11900;14,87081645;24.12.2017 18:15;11821,34333;-116,2938248;27,74329711;-0,238562083;39,61934205;-7,140789112;-0,180234924;DOWN;UP;UP
279;1514138400;11707;11900;11869,12;11800;19,78838485;24.12.2017 18:00;11802,33333;-104,5768009;11,71702391;-0,112042287;33,18678484;-6,43255721;-0,193828876;UP;UP;UP
280;1514137500;11869,11;11955,5;11923,35;11869,12;10,29062548;24.12.2017 17:45;11897,91;-88,47622436;16,10057653;-0,181976307;41,25059456;8,063809726;0,195483479;UP;UP;UP
281;1514136600;11923,34;11973,6;11954,54;11923,34;10,63936774;24.12.2017 17:30;11940,09333;-62,66715421;25,80907015;-0,41184366;39,85378396;-1,396810602;-0,035048381;UP;UP;UP
282;1514135700;11966,5;12029,84;12029,81;11979,35;8,62932773;24.12.2017 17:15;11991,89667;-35,07732664;27,58982757;-0,786543052;46,95313684;7,099352882;0,151200822;UP;UP;UP
283;1514134800;12003,15;12091,01;12003,15;12029,81;14,69409926;24.12.2017 17:00;12041,32333;-8,665263978;26,41206267;-3,048039013;53,38131004;6,428173197;0,120419922;DOWN;UP;UP
284;1514133900;11953,38;12076,9;12076,9;12003,15;12,01031086;24.12.2017 16:45;12011,14333;15,93076988;24,59603386;1,543932531;52,51177854;-0,869531502;-0,01655879;UP;UP;DOWN
285;1514133000;12041,22;12130,11;12057,79;12076,36;13,76366264;24.12.2017 16:30;12082,56333;40,45313403;24,52236415;0,606191949;60,29823834;7,786459803;0,129132459;DOWN;DOWN;DOWN
286;1514132100;11965,2;12130;12100;12057,79;10,43069199;24.12.2017 16:15;12050,99667;55,18182424;14,72869021;0,266911984;59,76259077;-0,535647573;-0,008962924;DOWN;DOWN;DOWN
287;1514131200;11819,97;12100;11819,98;12100;18,20369245;24.12.2017 16:00;12006,65667;70,3184548;15,13663056;0,215258293;54,16358675;-5,59900402;-0,103372106;DOWN;UP;UP
288;1514130300;11700;12085,02;12042,6;11819,98;23,68741479;24.12.2017 15:45;11868,33333;54,75104289;-15,56741191;-0,284330875;45,1258448;-9,037741942;-0,20027862;UP;UP;UP
289;1514129400;11876,05;12150;12091,71;12042,61;18,38328374;24.12.2017 15:30;12022,88667;58,95526086;4,204217964;0,071312007;55,90576375;10,77991895;0,192823033;UP;UP;UP
290;1514128500;12022,03;12233,62;12231,04;12091,71;16,26906954;24.12.2017 15:15;12115,78667;65,62076356;6,665502706;0,101576122;57,46875321;1,562989455;0,027197205;UP;UP;DOWN
291;1514127600;12050;12299;12291,54;12231,03;14,8106078;24.12.2017 15:00;12193,34333;86,65519078;21,03442722;0,242737071;58,98893524;1,520182034;0,02577063;DOWN;DOWN;DOWN
292;1514126700;11928,87;12348,96;11936,05;12291,53;15,11949648;24.12.2017 14:45;12189,78667;105,2884194;18,63322862;0,176973201;57,8041894;-1,184745845;-0,020495847;DOWN;DOWN;DOWN
293;1514125800;11934,18;12036;11969,71;11936,05;13,24273455;24.12.2017 14:30;11968,74333;86,24381136;-19,04460804;-0,220822894;57,60602096;-0,198168437;-0,003440065;DOWN;UP;UP
294;1514124900;11900;12035,99;12035,98;11969,71;17,36284963;24.12.2017 14:15;11968,56667;72,5243771;-13,71943427;-0,18916997;49,70047811;-7,905542853;-0,159063718;UP;UP;UP
295;1514124000;12000;12199,99;12124;12035,99;19,62782797;24.12.2017 14:00;12078,66;63,59413302;-8,930244072;-0,140425597;51,42313769;1,722659582;0,033499698;DOWN;DOWN;UP
296;1514123100;11826,06;12195,38;12023,56;12124;18,27534124;24.12.2017 13:45;12048,48;63,59188255;-0,002250477;-3,54E-05;44,36828828;-7,054849412;-0,159006572;DOWN;UP;DOWN
297;1514122200;11833,97;12200,09;12117,71;12024,39;23,42980336;24.12.2017 13:30;12019,48333;51,51490494;-12,07697761;-0,23443657;38,65901019;-5,709278088;-0,147682987;UP;DOWN;DOWN
298;1514121300;11919,83;12371;11928,86;12120,17;28,0691774;24.12.2017 13:15;12137;47,86789732;-3,647007614;-0,076189008;47,19768694;8,538676746;0,180913034;DOWN;DOWN;DOWN
299;1514120400;11599,99;12192,17;11600;11928,86;39,81463351;24.12.2017 13:00;11907,00667;25,94389369;-21,92400363;-0,845054481;39,35277974;-7,844907199;-0,199348235;DOWN;DOWN;DOWN
300;1514119500;11433,53;11703,31;11450;11600;27,03342018;24.12.2017 12:45;11578,94667;-15,07146629;-41,01535999;2,721391481;35,71383711;-3,638942625;-0,101891673;DOWN;UP;UP
301;1514118600;11150;11543,87;11543,87;11450;37,0222443;24.12.2017 12:30;11381,29;-67,03416639;-51,9627001;0,775167394;33,81097434;-1,90286277;-0,056279442;UP;UP;UP
302;1514117700;11452;11975,9;11894,89;11544,37;28,37955146;24.12.2017 12:15;11657,42333;-99,49425304;-32,46008665;0,32625087;43,29856879;9,487594448;0,219120278;UP;DOWN;DOWN
303;1514116800;11558,78;11920;11815,23;11888,09;26,91929643;24.12.2017 12:00;11788,95667;-94,78864646;4,70560658;-0,049643146;44,04646152;0,747892733;0,016979633;DOWN;DOWN;DOWN
304;1514115900;11211;11819,11;11315,96;11815,23;37,52816815;24.12.2017 11:45;11615,11333;-98,27662104;-3,487974578;0,035491397;37,22928661;-6,817174912;-0,18311323;DOWN;UP;UP
305;1514115000;11300;11595;11595;11300;29,83437796;24.12.2017 11:30;11398,33333;-140,7018131;-42,42519204;0,301525553;30,25904401;-6,970242606;-0,230352373;UP;UP;UP
306;1514114100;11389,99;11945;11945;11594,3;43,90619824;24.12.2017 11:15;11643,09667;-145,4634276;-4,761614494;0,032734101;37,10455443;6,84551042;0,184492457;UP;UP;UP
307;1514113200;11900;12100,61;12088;11945;20,48287515;24.12.2017 11:00;11981,87;-116,3580746;29,10535297;-0,250136083;45,5999336;8,495379168;0,186302446;UP;UP;UP
308;1514112300;12006;12249,1;12155,29;12088;21,01555362;24.12.2017 10:45;12114,36667;-80,71168846;35,64638615;-0,441650854;50,00027593;4,400342336;0,088006361;DOWN;DOWN;UP
309;1514111400;11800;12399,96;12000;12138,68;43,76125074;24.12.2017 10:30;12112,88;-44,48142898;36,23025948;-0,814503048;45,10547477;-4,894801162;-0,108519003;DOWN;UP;UP
310;1514110500;12000;12264;12166,35;12000;31,32790679;24.12.2017 10:15;12088;-30,96116496;13,52026402;-0,436684603;42,47094377;-2,634530996;-0,062031374;UP;UP;UP
311;1514109600;12047,62;12375,63;12375,63;12166,36;23,06702202;24.12.2017 10:00;12196,53667;0,535426439;31,4965914;58,82524484;48,48800084;6,017057069;0,124093734;UP;UP;UP
312;1514108700;12300;12605,25;12583,32;12375,64;24,07905142;24.12.2017 09:45;12426,96333;52,41194673;51,87652029;0,989784267;48,48524982;-0,00275102;-5,67E-05;UP;UP;UP
313;1514107800;12588,85;12806,99;12730,98;12593,98;15,12830597;24.12.2017 09:30;12663,27333;117,4681197;65,05617298;0,553819821;54,70609274;6,220842914;0,113713896;UP;UP;UP
314;1514106900;12606,99;12730,98;12683,06;12730,98;14,3376108;24.12.2017 09:15;12689,65;175,3692605;57,9011408;0,33016699;61,84160311;7,135510371;0,115383658;UP;UP;UP
315;1514106000;12677;12927,99;12927,99;12683,06;13,23253726;24.12.2017 09:00;12762,68333;209,1474742;33,77821364;0,161504287;67,41416815;5,57256504;0,08266163;UP;UP;UP
316;1514105100;12900;13000;12999,9;12927,98;10,79399072;24.12.2017 08:45;12942,66;258,3788162;49,23134205;0,19053939;65,57242774;-1,841740403;-0,028087116;DOWN;DOWN;DOWN
317;1514104200;12765,15;13000;12854,09;13000;12,27680462;24.12.2017 08:30;12921,71667;315,0796389;56,70082273;0,179957115;60,76638732;-4,806040427;-0,079090442;DOWN;DOWN;DOWN
318;1514103300;12598,12;12940;12683,22;12802;15,93948862;24.12.2017 08:15;12780,04;332,9665467;17,88690781;0,053719835;63,10883257;2,342445253;0,03711755;DOWN;DOWN;UP
319;1514102400;12541,17;12804,2;12611,87;12643,51;17,20031833;24.12.2017 08:00;12662,96;317,2993992;-15,66714757;-0,049376543;66,88047028;3,77163771;0,056393708;DOWN;UP;UP
320;1514101500;12537,03;12826;12826;12611,87;22,34049834;24.12.2017 07:45;12658,3;295,436921;-21,86247813;-0,074000494;60,01597586;-6,864494425;-0,114377786;UP;UP;UP
321;1514100600;12811;13056,86;13056,86;12825,99;10,13222924;24.12.2017 07:30;12897,95;294,0098943;-1,427026765;-0,004853669;57,4319923;-2,583983558;-0,044992059;UP;UP;UP
322;1514099700;12979,85;13179;13178,99;13056,73;14,31303226;24.12.2017 07:15;13071,86;314,954701;20,94480669;0,066501013;56,00372566;-1,428266643;-0,025503065;UP;DOWN;DOWN
323;1514098800;12925,39;13179;12974,19;13179;8,13525184;24.12.2017 07:00;13094,46333;334,1164251;19,1617241;0,05735044;62,71271604;6,70899038;0,106979745;DOWN;DOWN;DOWN
324;1514097900;12898;12991,93;12962,46;12974,73;11,64364822;24.12.2017 06:45;12954,88667;322,335999;-11,7804261;-0,036547038;71,7824898;9,069773761;0,126350783;DOWN;DOWN;DOWN
325;1514097000;12732,83;12973,06;12732,84;12962,45;12,93213316;24.12.2017 06:30;12889,44667;300,3969428;-21,93905613;-0,073033553;63,8167525;-7,965737298;-0,124822041;DOWN;DOWN;DOWN
326;1514096100;12416,03;12746,52;12614,99;12732,84;15,53619395;24.12.2017 06:15;12631,79667;250,3507527;-50,04619009;-0,199904292;55,76713985;-8,049612651;-0,144343294;UP;DOWN;DOWN
327;1514095200;12450;12880;12617,03;12614,99;11,92848753;24.12.2017 06:00;12648,33;194,8244382;-55,52631459;-0,285006928;53,93273334;-1,834406505;-0,03401286;DOWN;DOWN;DOWN
328;1514094300;12427,46;12694,31;12443,5;12617,33;10,81669556;24.12.2017 05:45;12579,7;142,346843;-52,47759515;-0,368660056;46,98785559;-6,944877753;-0,147801547;DOWN;DOWN;DOWN
329;1514093400;12194,9;12600;12194,9;12443,5;9,30637964;24.12.2017 05:30;12412,8;83,38552276;-58,96132024;-0,70709301;40,29550335;-6,692352238;-0,166081862;DOWN;DOWN;DOWN
330;1514092500;11999,9;12258,7;12039,8;12194,82;8,71903641;24.12.2017 05:15;12151,14;15,24823517;-68,1372876;-4,468535988;34,00585243;-6,289650925;-0,184957896;DOWN;DOWN;DOWN
331;1514091600;12000;12406,86;12054,36;12000,64;11,32673649;24.12.2017 05:00;12135,83333;-60,12586287;-75,37409803;1,253605261;34,50290953;0,497057103;0,014406237;DOWN;DOWN;UP
332;1514090700;11900,01;12147,22;12001,7;12055,18;18,05434269;24.12.2017 04:45;12034,13667;-111,6918529;-51,56599005;0,461680854;34,82223537;0,319325841;0,009170171;UP;UP;UP
333;1514089800;12001,57;12170;12169,24;12001,7;11,59137229;24.12.2017 04:30;12057,75667;-158,6231766;-46,93132371;0,29586675;44,05603263;9,233797263;0,20959212;UP;UP;UP
334;1514088900;12169,24;12320,29;12320,29;12169,24;10,6436649;24.12.2017 04:15;12219,59;-183,5813168;-24,95814017;0,135951417;51,88716507;7,831132434;0,150926196;UP;UP;UP
335;1514088000;12309;12449,68;12309;12320,29;10,55172859;24.12.2017 04:00;12359,65667;-191,1860533;-7,604736542;0,039776628;48,33904889;-3,548116181;-0,07340062;UP;UP;UP
336;1514087100;12309;12594,79;12589,05;12309,01;11,51206908;24.12.2017 03:45;12404,26667;-194,5654244;-3,379371028;0,017368816;48,33233193;-0,006716954;-0,000138974;UP;DOWN;UP
337;1514086200;12250,09;12600;12350,97;12579,05;39,43723135;24.12.2017 03:30;12476,38;-169,6247282;24,94069616;-0,147034553;47,20287239;-1,129459545;-0,023927772;DOWN;DOWN;DOWN
338;1514085300;12300;12517,92;12517,92;12350,97;16,64528472;24.12.2017 03:15;12389,63;-162,6595617;6,965166465;-0,042820517;39,65847491;-7,544397482;-0,190234181;UP;DOWN;UP
339;1514084400;12235,01;12660;12264,01;12529,48;32,69208877;24.12.2017 03:00;12474,83;-134,1830197;28,47654208;-0,212221652;47,12644854;7,46797363;0,158466718;DOWN;UP;UP
340;1514083500;12265,68;12556,44;12556,44;12265,68;26,58629427;24.12.2017 02:45;12362,6;-133,1565199;1,026499727;-0,007708971;42,9307711;-4,195677437;-0,097731239;UP;UP;UP
341;1514082600;12518;12699,99;12597,62;12556,8;10,74753267;24.12.2017 02:30;12591,59667;-100,1969479;32,95957203;-0,328947864;45,59095147;2,660180374;0,058348867;UP;DOWN;UP
342;1514081700;12501,54;12710,82;12540,54;12597,66;11,99514408;24.12.2017 02:15;12603,34;-60,24883301;39,94811489;-0,663052094;50,63153148;5,040580009;0,099554168;DOWN;UP;UP
343;1514080800;12501,51;12708,45;12708,45;12555;12,31380759;24.12.2017 02:00;12588,32;-25,40667523;34,84215778;-1,371378091;50,36223251;-0,269298972;-0,005347241;UP;UP;UP
344;1514079900;12635,27;12860,27;12750,01;12700;7,24416761;24.12.2017 01:45;12731,84667;13,71852464;39,12519987;2,851997638;55,05393845;4,691705939;0,085220169;UP;UP;UP
345;1514079000;12651,16;12885,32;12835,13;12750;11,06955716;24.12.2017 01:30;12762,16;49,59410142;35,87557678;0,723383946;58,5351708;3,48123235;0,05947249;UP;UP;UP
346;1514078100;12775,5;13116,67;12975,33;12843,96;9,40114125;24.12.2017 01:15;12912,04333;82,55298556;32,95888414;0,399245211;63,3796073;4,844436501;0,076435256;DOWN;UP;UP
347;1514077200;12599,9;13125,68;13099;12975,33;14,30995327;24.12.2017 01:00;12900,30333;119,1848402;36,63185465;0,307353306;57,73838507;-5,641222235;-0,097703152;UP;UP;UP
348;1514076300;13000;13212,63;13000,01;13099;22,79582579;24.12.2017 00:45;13103,87667;161,7603101;42,57546989;0,263200966;58,41055214;0,672167071;0,011507631;DOWN;DOWN;DOWN
349;1514075400;12894,8;13139,53;12894,8;13000,01;24,38063087;24.12.2017 00:30;13011,44667;180,4271863;18,66687615;0,103459332;50,76013305;-7,65041909;-0,150717081;DOWN;UP;UP
350;1514074500;12855;13141,05;13043,01;12894,66;21,09557547;24.12.2017 00:15;12963,57;187,4517132;7,024526903;0,037473794;43,6648344;-7,095298646;-0,162494574;UP;UP;UP
351;1514073600;12850;13249;13247,61;13016,65;28,97568901;24.12.2017 00:00;13038,55;198,7490563;11,29734318;0,056842248;45,89211991;2,227285511;0,048533071;UP;UP;UP
352;1514072700;12860;13500;13110,44;13247,66;26,99556514;23.12.2017 23:45;13202,55333;231,0478725;32,29881612;0,139792744;59,37473485;13,48261494;0,227076634;DOWN;UP;UP
353;1514071800;12809,82;13463;13462,77;13100,13;27,58912426;23.12.2017 23:30;13124,31667;232,6141347;1,566262243;0,006733306;50,53348243;-8,84125242;-0,174958305;UP;UP;UP
354;1514070900;13350,29;13550;13542,99;13462,44;21,08952775;23.12.2017 23:15;13454,24333;263,7224104;31,10827574;0,117958408;62,22256807;11,68908564;0,187859261;UP;UP;UP
355;1514070000;13503,8;13650;13553,49;13544,02;11,73629399;23.12.2017 23:00;13565,94;291,6437486;27,92133811;0,095737825;61,70036086;-0,522207207;-0,008463601;UP;UP;UP
356;1514069100;13409;13839;13839;13553,47;20,64354742;23.12.2017 22:45;13600,49;304,5077969;12,86404836;0,042245383;61,97974321;0,279382344;0,00450764;UP;UP;UP
357;1514068200;13814,55;13839;13837,34;13839;13,70779239;23.12.2017 22:30;13830,85;333,0728532;28,56505631;0,085762187;67,86841754;5,888674329;0,086766047;DOWN;DOWN;DOWN
358;1514067300;13800,54;13837,88;13810;13837,34;10,67937928;23.12.2017 22:15;13825,25333;348,5421531;15,4692999;0,044382867;62,67783271;-5,190584824;-0,082813725;DOWN;DOWN;DOWN
359;1514066400;13800,27;13838,99;13816,58;13810,01;8,61062627;23.12.2017 22:00;13816,42333;348,9932248;0,451071663;0,001292494;59,04400129;-3,633831417;-0,061544464;DOWN;DOWN;DOWN
360;1514065500;13768,99;13834,99;13830,74;13816,61;10,0952103;23.12.2017 21:45;13806,86333;343,2149525;-5,778272301;-0,016835724;55,3540147;-3,689986591;-0,066661589;UP;UP;DOWN
361;1514064600;13744,99;13850;13783,19;13832,75;10,78174842;23.12.2017 21:30;13809,24667;338,7219326;-4,493019941;-0,013264627;59,06278375;3,708769047;0,062793672;UP;DOWN;DOWN
362;1514063700;13779,89;13867,98;13779,9;13783,23;15,37612715;23.12.2017 21:15;13810,36667;327,9540877;-10,76784487;-0,032833391;58,63947523;-0,423308519;-0,007218832;DOWN;DOWN;DOWN
363;1514062800;13678,47;13795,98;13678,47;13779,9;16,72057014;23.12.2017 21:00;13751,45;314,6289502;-13,32513746;-0,042351912;60,14333739;1,503862158;0,025004634;DOWN;UP;DOWN
364;1514061900;13605,46;13804,1;13790;13677,08;14,91018248;23.12.2017 20:45;13695,54667;282,1699449;-32,45900537;-0,115033532;61,74389342;1,60055603;0,025922499;UP;DOWN;DOWN
365;1514061000;13682,04;13867,98;13688,91;13790;19,04337482;23.12.2017 20:30;13780,00667;267,9280396;-14,24190522;-0,05315571;60,91858953;-0,825303888;-0,013547653;DOWN;DOWN;DOWN
366;1514060100;13569,95;13794,02;13569,95;13688,91;19,93777868;23.12.2017 20:15;13684,29333;231,6475129;-36,28052678;-0,156619539;50,98476204;-9,933827489;-0,194839146;DOWN;DOWN;DOWN
367;1514059200;13429,34;13600;13474,18;13569,95;11,61198833;23.12.2017 20:00;13533,09667;188,9051085;-42,74240439;-0,226263888;52,39946079;1,414698746;0,026998345;DOWN;DOWN;UP
368;1514058300;13355;13577;13362,96;13474,18;18,26971153;23.12.2017 19:45;13468,72667;142,9280542;-45,9770543;-0,321679705;43,32597684;-9,07348395;-0,209423644;DOWN;UP;UP
369;1514057400;13331;13674,01;13674;13363,06;19,12482664;23.12.2017 19:30;13456,02333;86,00356976;-56,92448442;-0,661885135;33,66970978;-9,656267056;-0,28679389;UP;UP;UP
370;1514056500;13674;13711,05;13711,05;13674,5;12,36968522;23.12.2017 19:15;13686,51667;68,55612148;-17,44744828;-0,254498765;35,93960696;2,269897174;0,063158653;UP;UP;UP
371;1514055600;13700;13780;13767,49;13711,05;10,22005787;23.12.2017 19:00;13730,35;56,68148635;-11,87463513;-0,209497596;33,34879571;-2,590811243;-0,0776883;UP;UP;UP
372;1514054700;13733,02;13800;13800;13767,5;16,80032073;23.12.2017 18:45;13766,84;50,97570143;-5,705784926;-0,111931465;39,13991978;5,791124068;0,147959528;UP;UP;UP
373;1514053800;13760,09;13869,97;13869,97;13800;15,05870467;23.12.2017 18:30;13810,02;48,32129791;-2,654403516;-0,054932372;46,2552622;7,115342415;0,153827739;UP;UP;DOWN
374;1514052900;13835;13876,59;13851,71;13869,97;13,3258316;23.12.2017 18:15;13860,52;53,22898535;4,907687443;0,09219953;52,04795485;5,792692649;0,111295298;DOWN;DOWN;DOWN
375;1514052000;13801;13915,57;13849;13851,71;16,39743353;23.12.2017 18:00;13856,09333;52,49860798;-0,730377378;-0,013912319;46,47583153;-5,572123317;-0,119892924;DOWN;DOWN;UP
376;1514051100;13700;13850;13742,17;13849;18,19007294;23.12.2017 17:45;13799,66667;50,93094333;-1,567664649;-0,030780201;40,30595462;-6,16987691;-0,153076065;DOWN;UP;UP
377;1514050200;13740;13880;13855,25;13742,17;14,00219099;23.12.2017 17:30;13787,39;36,59172221;-14,33922112;-0,391870627;39,79358064;-0,512373975;-0,012875795;UP;UP;UP
378;1514049300;13800;13980;13978;13855,25;24,7902771;23.12.2017 17:15;13878,41667;39,07864485;2,486922641;0,063638917;46,70666804;6,913087395;0,148010716;UP;UP;UP
379;1514048400;13867,87;13995;13994,92;13978;17,65540876;23.12.2017 17:00;13946,95667;52,24543559;13,16679074;0,252018011;49,07664602;2,369977981;0,04829136;UP;DOWN;DOWN
380;1514047500;13852,61;13995;13922,74;13994,92;19,70001616;23.12.2017 16:45;13947,51;69,17436677;16,92893119;0,244728387;57,20119426;8,124548241;0,142034591;DOWN;DOWN;DOWN
381;1514046600;13786,82;13936,99;13914,5;13913,89;20,78828172;23.12.2017 16:30;13879,23333;77,76450091;8,590134133;0,110463438;57,1658963;-0,035297961;-0,000617465;DOWN;DOWN;DOWN
382;1514045700;13683,7;13937;13683,7;13899,98;25,19739675;23.12.2017 16:15;13840,22667;75,29529725;-2,469203661;-0,032793597;54,86339085;-2,302505448;-0,041967976;DOWN;UP;UP
383;1514044800;13655,09;13859,38;13859,38;13683,82;27,73336885;23.12.2017 16:00;13732,76333;54,79916893;-20,49612831;-0,374022612;53,18923674;-1,674154116;-0,03147543;UP;UP;UP
384;1514043900;13664,06;14091,14;14091,14;13859,09;44,2145023;23.12.2017 15:45;13871,43;53,12311272;-1,676056211;-0,031550414;54,84681626;1,657579527;0,030221983;UP;UP;UP
385;1514043000;14000;14264,69;14264,69;14091,14;31,29705617;23.12.2017 15:30;14118,61;71,61496331;18,49185059;0,258212107;59,94567565;5,098859385;0,085058002;UP;UP;UP
386;1514042100;14100;14289;14205,53;14264,81;33,54895707;23.12.2017 15:15;14217,93667;99,70530606;28,09034275;0,28173368;62,79862565;2,852950007;0,045430134;UP;DOWN;DOWN
387;1514041200;14100;14465,33;14299,99;14224,17;33,78877986;23.12.2017 15:00;14263,16667;117,3587262;17,65342011;0,150422731;64,83928759;2,040661937;0,031472615;DOWN;DOWN;DOWN
388;1514040300;13980;14300;13980;14290,08;31,66175656;23.12.2017 14:45;14190,02667;135,3802572;18,021531;0,133117867;56,7269033;-8,112384294;-0,143007706;DOWN;DOWN;DOWN
389;1514039400;13870;13980,55;13889,9;13980;32,18880834;23.12.2017 14:30;13943,51667;121,78509;-13,59516716;-0,111632443;53,73584171;-2,991061586;-0,055662319;DOWN;DOWN;DOWN
390;1514038500;13798,66;13893,81;13798,99;13889,9;26,54451514;23.12.2017 14:15;13860,79;97,61012691;-24,17496311;-0,247668596;51,46290649;-2,272935219;-0,044166476;DOWN;DOWN;DOWN
391;1514037600;13690;13800;13700;13798,99;43,36294863;23.12.2017 14:00;13762,99667;67,23069812;-30,37942879;-0,451868412;50,33965226;-1,123254233;-0,022313508;DOWN;DOWN;DOWN
392;1514036700;13658,77;13757,88;13678;13700;18,35183127;23.12.2017 13:45;13705,55;31,63232073;-35,59837739;-1,125379882;43,45959951;-6,880052751;-0,158309161;DOWN;DOWN;UP
393;1514035800;13630;13718,11;13638,27;13678;20,54364475;23.12.2017 13:30;13675,37;1,374345145;-30,25797559;-22,01628586;38,09864877;-5,360950742;-0,140712359;DOWN;UP;UP
394;1514034900;13600,01;13773,43;13773;13639,26;21,61815977;23.12.2017 13:15;13670,9;-27,30421926;-28,6785644;1,050334534;33,54855324;-4,550095526;-0,135627176;UP;UP;DOWN
395;1514034000;13689,85;13807;13742,88;13773,72;33,17272716;23.12.2017 13:00;13756,85667;-33,938963;-6,634743745;0,195490468;38,59077481;5,042221571;0,130658729;DOWN;DOWN;DOWN
396;1514033100;13555,55;13750;13643,4;13742,88;26,324948;23.12.2017 12:45;13682,81;-42,75530017;-8,816337162;0,206204544;37,49135615;-1,099418666;-0,02932459;DOWN;UP;UP
397;1514032200;13598,05;13749,75;13718,31;13641,19;23,60640347;23.12.2017 12:30;13662,99667;-64,00781719;-21,25251702;0,332030023;37,41855317;-0,072802975;-0,001945638;UP;UP;DOWN
398;1514031300;13650,02;13888;13758,05;13720,2;32,13556798;23.12.2017 12:15;13752,74;-76,82864197;-12,82082478;0,166875588;36,79401209;-0,62454108;-0,016973987;DOWN;DOWN;DOWN
399;1514030400;13531,97;13893,87;13893,83;13758,05;38,38959853;23.12.2017 12:00;13727,96333;-82,04254084;-5,213898871;0,063551163;27,09373696;-9,700275125;-0,358026474;DOWN;DOWN;DOWN
